CountryName,Date,AgeRange,SourceName,URL
China,2022-09-23,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202209/8270cd5bcaa040d9bebc225ca7406490.shtml
China,2022-09-24,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202209/ae073fd303d44890b5133f0ce51610c5.shtml
China,2022-09-25,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202209/f2441848fae64114b7a1163ad1b0a53f.shtml
China,2022-09-26,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202209/f99ff974a84d436c9a9f9b85ab95cab3.shtml
China,2022-09-27,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202209/6c994127ac7147018b61f416f0cbb451.shtml
China,2022-09-28,0+,National Health Commission,http://www.nhc.gov.cn/xcs/s3574/202209/81ac71236c4f47cc8843f71dfb9b8aa1.shtml
China,2022-09-29,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202209/76bc30de48144ab99d3dde66430876f6.shtml
China,2022-09-30,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/1cafe0cb9069476bafebedc8adb7f5b3.shtml
China,2022-10-01,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/86810e7310d74e7bbe75f4ec43b329cd.shtml
China,2022-10-02,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/c503554bfc88448998a8677a517d1b30.shtml
China,2022-10-03,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/6da2c827b2684624a5d205cae53b45dc.shtml
China,2022-10-04,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/fa10b063e34c41efbdc09eb9491d394a.shtml
China,2022-10-05,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/4ca11b2ae6774b6cbd176968365fc12a.shtml
China,2022-10-06,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/e2074138aa4147ea9d1197d9346dc877.shtml
China,2022-10-07,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/f97c250b492d4f508841d06e97fbb6fa.shtml
China,2022-10-08,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/e3f333c107824eafa91bd24ba2bcea72.shtml
China,2022-10-09,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/f9b01e253af848e686f72a7eb6b16bbf.shtml
China,2022-10-10,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/b6fdfdd2755b40ad865d32e2469e42a8.shtml
China,2022-10-11,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/b2c0cfd6965643b9b0e3409d7815a92e.shtml
China,2022-10-12,0+,National Health Commission,http://www.nhc.gov.cn/xcs/s3574/202210/73d717e4fd82496b8075a6aa69e9d038.shtml
China,2022-10-13,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/244af8e15e594d0ea299332167fed5b4.shtml
China,2022-10-14,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/535d95484f6c46b5b56421e22fa6473d.shtml
China,2022-10-15,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/49c4ec373e1e4ebc846e620204657c95.shtml
China,2022-10-16,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/49ab1f0e6b8c4078a58b17a052dee8cf.shtml
China,2022-10-17,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/5902540cd6ff443ea29c4acee7942956.shtml
China,2022-10-18,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/21db89e8211d4ee3811d4597852e0198.shtml
China,2022-10-19,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/c68733c91bb74c20a8be484e109c110d.shtml
China,2022-10-20,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/ee27c9d130e84107a4c018cb577d3675.shtml
China,2022-10-21,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/62608d1b29444d3a8530259bfff81763.shtml
China,2022-10-22,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/a098056eeec545bd9975dc9d3d524677.shtml
China,2022-10-23,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/ff93394c69084cdca068d70ad33a1b10.shtml
China,2022-10-24,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/724cb1418db64b26a2e52dc2c47541a9.shtml
China,2022-10-25,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/8cfe270e67164dc8ae00104b78146325.shtml
China,2022-10-26,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/fe4d6c41b2514b82940deee987a32c19.shtml
China,2022-10-27,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/620100bb2c404d88a0da550d5ec5b9dc.shtml
China,2022-10-28,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/0b8c6423c46644e0ae793d3fb68a09cd.shtml
China,2022-10-29,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/d041a6d5b38c456382a24e90be8ce3c1.shtml
China,2022-10-30,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202210/077911bc37a346a3b6d15249d0c4a167.shtml
China,2022-10-31,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202211/f808a6420e584b9583fd982a7274f8a4.shtml
China,2022-11-01,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202211/a2eb89a3a0634be881b53b440bc3f143.shtml
China,2022-11-02,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202211/887241104abe47d0b4ac2c9d5d17e93d.shtml
China,2022-11-03,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202211/1443f91248a94e77bea613a560257c0b.shtml
China,2022-11-04,0+,National Health Commission,http://www.nhc.gov.cn/xcs/s3574/202211/39d316d555094db5b2a6a9eb97214a8b.shtml
China,2022-11-05,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202211/99ad112417c243109f7cb8f1455a7a0f.shtml
China,2022-11-06,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202211/922ac1ecde304e6d8974e930023f6245.shtml
China,2022-11-07,0+,National Health Commission,http://www.nhc.gov.cn/jkj/s7915/202211/98912a7a8ed64b9a900fcbabd72e1258.shtml
China,2022-11-08,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/ede169064d2a491896e773ad2d18b7a2.shtml
China,2022-11-09,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/507b963ee90f450392410796fa4307ff.shtml
China,2022-11-10,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/5c92b4788c6d4e02b03c53ee3f921dee.shtml
China,2022-11-11,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/9e7d302c0bd94b67a1c16b131fa74786.shtml
China,2022-11-12,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/75c162c7461547558ce154cdd6923ccb.shtml
China,2022-11-13,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/687dbb88d1644a4a9eb44ab1cebbdd2e.shtml
China,2022-11-14,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/4c494e4a58784bfda3b1523bbc665e19.shtml
China,2022-11-15,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/5994446437f94f02bec1c0c0f6b77fb6.shtml
China,2022-11-16,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/a000c0b89d8442c5a3506b73f350c74c.shtml
China,2022-11-17,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/559d9d310c4a4116a9be0d63f5a14463.shtml
China,2022-11-18,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/c6334349c9b14306be9970bfb5bf86d7.shtml
China,2022-11-19,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/f1d974c83ad04ea8bc9390ff2f363926.shtml
China,2022-11-20,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/94f38019824f421c970b87b9802878d9.shtml
China,2022-11-21,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/6a4b3638e2d54b8fba7e4ffd218a9c86.shtml
China,2022-11-22,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/7260b67ef7b64de6970c6735240bd909.shtml
China,2022-11-23,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/6fb772a75ab24163ba0af83797e9582e.shtml
China,2022-11-24,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/be85b530b30c4c54b0d794876db24756.shtml
China,2022-11-25,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/35b6cb5a6a214ecdaf9e6b1b5affaa36.shtml
China,2022-11-26,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/65fbcd7877a24a4487f32fbabdc7ffee.shtml
China,2022-11-27,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/5b4970ab4a184e84aa6c62753ceb8e3e.shtml
China,2022-11-28,0+,National Health Commission,http://www.nhc.gov.cn/xcs/s3574/202211/6fedb556a9324cd3b5b986446ee7ca34.shtml
China,2022-11-29,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202211/44ba0f46473c4cbaaf6e8dcbc79818cc.shtml
China,2022-11-30,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/89c2e70ef019464bb39702922955a20b.shtml
China,2022-12-01,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/29a8d964493646f5b4e1472c5b7dd820.shtml
China,2022-12-02,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/3bbfb68c6a664183ae334d3d739cce71.shtml
China,2022-12-03,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/b61523d0419244618f06626bc9dfaa4b.shtml
China,2022-12-04,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/4b8c52f3abef4295b308bc4bd17c663c.shtml
China,2022-12-05,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/a33e0770d251402ca15c361e5a37943c.shtml
China,2022-12-06,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/f43d662ccc444430a8d110d056d17d05.shtml
China,2022-12-07,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/fb45db9968d948c7a22d82ff9b0f84db.shtml
China,2022-12-08,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/91e92764032940858a47326314afad30.shtml
China,2022-12-09,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/32d1b1c431c542ac99a3d43b05cf2073.shtml
China,2022-12-10,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/bdf09923a0724760becaa8a775c71a6b.shtml
China,2022-12-11,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/d549a765d6584ecd85b67ebf78155b04.shtml
China,2022-12-12,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/e2b3e84dad9a4dd69e2b333af7e401c6.shtml
China,2022-12-13,0+,National Health Commission,http://www.nhc.gov.cn/xcs/s3574/202212/b927d43bd0354ffeb5a8e1b91377302f.shtml
China,2022-12-14,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/7d158d35c0dc4d7195a60b6485151de9.shtml
China,2022-12-15,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/2d2ced5dc427412b9e277d9c1ea05b67.shtml
China,2022-12-16,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/e2e6e5c78f3f4be5b23b255a56acfc0d.shtml
China,2022-12-17,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/636a00ee74e14d46bea4a9a4058d4eb2.shtml
China,2022-12-18,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/744848cdfe014df394164c20ea8a6f6e.shtml
China,2022-12-19,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/b937b58df47846f9badd68c40848c1b8.shtml
China,2022-12-20,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/d4b084a2cb284f6a98244bba43e14c32.shtml
China,2022-12-21,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/04265fc962014b47b7d0b0a179c37900.shtml
China,2022-12-22,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/6f703313da6d4f07b6b450cc546b48c0.shtml
China,2022-12-23,0+,National Health Commission,http://www.nhc.gov.cn/xcs/yqjzqk/202212/a87d93dbfbd14fc1b7837f1a20092cbe.shtml
China,2022-12-24,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202212/t20221225_263105.html
China,2022-12-25,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202212/t20221226_263110.html
China,2022-12-26,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202212/t20221227_263121.html
China,2022-12-27,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202212/t20221228_263127.html
China,2022-12-28,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202212/t20221229_263133.html
China,2022-12-29,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202212/t20221230_263148.html
China,2022-12-30,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202212/t20221231_263163.html
China,2022-12-31,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230101_263165.html
China,2023-01-01,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230102_263167.html
China,2023-01-02,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230103_263182.html
China,2023-01-03,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230104_263192.html
China,2023-01-04,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230105_263219.html
China,2023-01-05,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230106_263223.html
China,2023-01-06,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230107_263263.html
China,2023-01-07,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230108_263264.html
China,2023-01-08,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230109_263284.html
China,2023-01-09,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230110_263297.html
China,2023-01-10,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230111_263338.html
China,2023-01-11,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230112_263351.html
China,2023-01-12,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_13141/202301/t20230115_263381.html
China,2023-01-13,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_12208/202301/t20230114_263378.html
China,2023-01-19,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_13141/202301/t20230121_263515.html
China,2023-01-26,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_13141/202301/t20230128_263529.html
China,2023-02-02,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_13141/202302/t20230204_263645.html
China,2023-02-09,0+,National Health Commission,https://www.chinacdc.cn/jkzt/crb/zl/szkb_11803/jszl_13141/202302/t20230211_263697.html
Colombia,2023-12-29,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Comoros,2022-10-02,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Congo,2022-07-31,0+,Africa Centres for Disease Control and Prevention,https://data.who.int/dashboards/covid19/
Cook Islands,2023-02-13,0+,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Costa Rica,2023-10-06,0+,Costa Rican Social Security Fund,https://data.who.int/dashboards/covid19/
Cote d'Ivoire,2023-02-19,0+,World Health Organization,https://covid19.who.int/
Croatia,2023-11-28,0+,Ministry of Health,https://www.koronavirus.hr
Cuba,2024-04-12,0+,Ministry of Health,https://salud.msp.gob.cu/actualizacion-de-la-vacunacion-en-el-marco-de-los-estudios-de-los-candidatos-vacunales-cubanos-y-la-intervencion-sanitaria/
Curacao,2023-05-12,0+,Government of Curacao,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Cyprus,2023-02-22,0+,Ministry of Health,https://www.moh.gov.cy/moh/moh.nsf/All/0EFA027144C9E54AC22586BE0032B2F5
Czechia,2024-07-31,0+,Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
Democratic Republic of Congo,2023-06-04,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Denmark,2023-09-29,0+,Statens Serum Institute,https://www.ecdc.europa.eu/en/publications-data/data-covid-19-vaccination-eu-eea
Djibouti,2023-10-08,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Dominica,2022-10-07,0+,Pan American Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Dominican Republic,2023-12-28,0+,Ministry of Public Health,https://vacunate.gob.do
Ecuador,2023-03-31,0+,Government of Ecuador via Ecuacovid,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Egypt,2023-05-21,0+,World Health Organization,https://data.who.int/dashboards/covid19/
El Salvador,2022-10-02,0+,Ministry of Health,https://covid19.gob.sv/
England,2023-07-10,0+,Government of the United Kingdom,https://coronavirus.data.gov.uk/details/vaccinations
Equatorial Guinea,2022-07-24,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Estonia,2024-08-12,0+,National Health Board,https://opendata.digilugu.ee
Eswatini,2023-06-04,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Ethiopia,2023-05-28,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Faeroe Islands,2022-02-18,0+,Government of the Faeroe Islands,https://corona.fo/api
Falkland Islands,2021-04-14,0+,Government of the Falkland Islands,https://www.facebook.com/FalkIandsGov/posts/4401230323224594
Fiji,2023-05-01,0+,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Finland,2024-01-09,0+,Finnish Institute for Health and Welfare,https://sampo.thl.fi/pivot/prod/en/vaccreg/cov19cov/fact_cov19cov
France,2023-07-10,0+,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
French Polynesia,2023-05-01,0+,SPC Public Health Division,https://stats.pacificdata.org/vis?tm=covid&pg=0&df[ds]=SPC2&df[id]=DF_COVID_VACCINATION&df[ag]=SPC&df[vs]=1.0
Gabon,2023-02-05,0+,Africa Centres for Disease Control and Prevention,https://data.who.int/dashboards/covid19/
Gambia,2023-03-19,0+,Africa Centres for Disease Control and Prevention,https://data.who.int/dashboards/covid19/
Georgia,2022-10-13,0+,National Center for Disease Control and Public Health,https://vaccines.ncdc.ge/vaccinationprocess/
Germany,2023-04-07,0+,Robert Koch Institut,https://impfdashboard.de/
Ghana,2023-07-02,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Gibraltar,2022-12-16,0+,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1517138573614477315
Greece,2024-06-26,0+,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
Greenland,2022-03-14,0+,Government of Greenland,https://corona.nun.gl/en/
Grenada,2023-03-17,0+,World Health Organization,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Guatemala,2023-05-12,0+,Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Guernsey,2022-12-19,0+,Government of Guernsey,https://covid19.gov.gg/guidance/vaccine/stats
Guinea,2023-09-24,0+,National Health Security Agency,https://data.who.int/dashboards/covid19/
Guinea-Bissau,2023-10-15,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Guyana,2023-02-17,0+,Ministry of Health,https://ais.paho.org/imm/IM_DosisAdmin-Vacunacion.asp
Haiti,2023-12-29,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Honduras,2023-08-11,0+,World Health Organization,https://data.who.int/dashboards/covid19/
Hong Kong,2024-08-10,0+,Food and Health Bureau,https://data.gov.hk/en-data/dataset/hk-dh-chpsebcddr-novel-infectious-agent
Hungary,2022-12-27,0+,Government of Hungary,https://koronavirus.gov.hu//cikkek/6-millio-421-ezer-beoltott-4-397-az-uj-fertozott-es-elhunyt-56-beteg
Iceland,2022-03-29,0+,Directorate of Health,https://www.covid.is/tolulegar-upplysingar-boluefni
India,2021-01-15,0+,Government of India,https://twitter.com/MoHFW_INDIA/status/1350459098203004927
India,2021-01-16,0+,Government of India,https://twitter.com/MoHFW_INDIA/status/1350459098203004928
India,2021-01-17,0+,Government of India,https://twitter.com/MoHFW_INDIA/status/1350815129177260034
India,2021-01-18,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-19,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-20,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-21,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-22,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-23,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-24,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-25,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-26,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-27,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-28,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-29,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-30,0+,Government of India,https://www.mohfw.gov.in/
India,2021-01-31,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-01,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-02,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-03,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-04,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-05,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-06,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-07,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-08,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-09,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-10,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-11,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-12,0+,Government of India,https://www.mohfw.gov.in/
India,2021-02-13,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1697804
India,2021-02-15,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1698251
India,2021-02-16,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1698525
India,2021-02-17,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1698832
India,2021-02-18,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699157
India,2021-02-19,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699476
India,2021-02-20,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699698
India,2021-02-21,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1699735
India,2021-02-22,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700035
India,2021-02-23,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700269
India,2021-02-24,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700553
India,2021-02-25,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1700888
India,2021-02-26,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701203
India,2021-02-27,0+,Government of India,https://pib.gov.in/PressReleseDetailm.aspx?PRID=1701292
India,2021-02-28,0+,Government of India,https://www.mohfw.gov.in/pdf/CumulativeCovidVaccinationCoverageReportDay43ason28thFebat7am.pdf
India,2021-03-01,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCoverageReport2ndMarch2021.pdf
India,2021-03-02,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport2March2021.pdf
India,2021-03-03,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCoverageReport3rdMarch2021.pdf
India,2021-03-04,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCoverageReport4thMarch2021.pdf
India,2021-03-05,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport5thMarch2021.pdf
India,2021-03-06,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationReport6thMarch2021.pdf
India,2021-03-07,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverage7thMarch2021.pdf
India,2021-03-08,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationReport8thMarch2021.pdf
India,2021-03-09,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport9thMarch2021.pdf
India,2021-03-10,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationReport10thMarch2021.pdf
India,2021-03-11,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDvaccinationCoverageReport11thMarch2021.pdf
India,2021-03-12,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport12thMarch2021.pdf
India,2021-03-13,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport13thMarch2021.pdf
India,2021-03-14,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDvaccinationreport14thMarch2021.pdf
India,2021-03-15,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationReport15thMarch2021.pdf
India,2021-03-16,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverage16thMarch2021.pdf
India,2021-03-17,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport17thMarch2021.pdf
India,2021-03-18,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverage18thMarch2021.pdf
India,2021-03-19,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverage19thMarch2021.pdf
India,2021-03-20,0+,Government of India,http://mohfw.gov.in/pdf/CumulativeCOVIDVaccinationCoverageReport20thMarch2021.pdf
